chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr14	1652751	0.38	0.85	Run_1	P41-7
chr7	230242	0.77	0.42	Run_1	P41-7
chr9	1424982	5.38	4.23	Run_1	P41-7
chr12	1845821	0.77	1.27	Run_1	P41-7
chr11	1179254	0.38	1.27	Run_1	P41-7
chr13	1303754	42.31	44.03	Run_1	P41-7
chr9	671958	151.16	36.41	Run_1	P41-7
chr5	1296386	2.31	4.66	Run_1	P41-7
chr14	1176029	0.38	0.42	Run_1	P41-7
chr13	698104	0.77	1.69	Run_1	P41-7
chr8	1432748	0.38	1.69	Run_1	P41-7
chr13	255309	12.69	14.82	Run_1	P41-7
chr6	667365	0.38	1.27	Run_1	P41-7
chr13	2379996	1.15	2.54	Run_1	P41-7
chr13	2602761	3.08	3.39	Run_1	P41-7
chr8	665571	2.69	4.66	Run_1	P41-7
chr6	510379	0.38	0.42	Run_1	P41-7
chr13	1403091	0.38	1.27	Run_1	P41-7
chr12	2168212	0.38	0.42	Run_1	P41-7
chr13	2842127	0.77	1.69	Run_1	P41-7
chr5	548184	46.54	35.98	Run_1	P41-7
chr4	469642	2.31	2.96	Run_1	P41-7
chr12	769606	0.77	0.85	Run_1	P41-7
chr13	198526	3.08	2.54	Run_1	P41-7
chr4	405607	9.23	13.97	Run_1	P41-7
chr12	80441	0.77	1.27	Run_1	P41-7
chr13	549278	0.38	1.27	Run_1	P41-7
chr12	206481	0.77	1.69	Run_1	P41-7
chr10	931146	1.15	1.69	Run_1	P41-7
chr13	2843078	0.38	0.85	Run_1	P41-7
chr10	644650	1.15	0.42	Run_1	P41-7
chr13	2842921	0.77	2.12	Run_1	P41-7
chr7	498970	5	3.39	Run_1	P41-7
chr7	147883	0.38	1.27	Run_1	P41-7
chr14	2944115	0.77	5.5	Run_1	P41-7
chr13	554945	0.38	0.42	Run_1	P41-7
chr1	497458	193.46	212.51	Run_1	P41-7
chr13	2126289	0.38	0.42	Run_1	P41-7
chr3	259801	0.38	0.42	Run_1	P41-7
chr2	491904	2.31	0	Run_1	P41-7
chr11	2025322	0.38	0.42	Run_1	P41-7
chr13	2842346	0.38	1.27	Run_1	P41-7
chr14	3230736	2.31	3.39	Run_1	P41-7
chr13	243659	0.38	0.42	Run_1	P41-7
chr13	246649	0.38	0.42	Run_1	P41-7
chr13	1468960	0.77	0.42	Run_1	P41-7
chr13	2842487	2.31	2.12	Run_1	P41-7
chr13	1733807	15.38	16.93	Run_1	P41-7
chr2	148950	2.69	37.68	Run_1	P41-7
chr1	335722	0.38	0.42	Run_1	P41-7
chr9	615384	1.54	0.85	Run_1	P41-7
chr13	2828049	0.77	2.54	Run_1	P41-7
chr1	224224	0.77	1.27	Run_1	P41-7
chr6	471420	4.23	3.39	Run_1	P41-7
chr14	2458440	0.38	0.85	Run_1	P41-7
chr6	448885	121.54	67.73	Run_1	P41-7
chr10	747944	167.31	175.68	Run_1	P41-7
chr3	364949	0.77	1.69	Run_1	P41-7
chr13	1241920	0.38	3.39	Run_1	P41-7
chr6	187636	1.92	2.12	Run_1	P41-7
chr8	847872	0.77	0.42	Run_1	P41-7
chr14	1227637	67.69	77.89	Run_1	P41-7
chr10	650623	0.77	2.54	Run_1	P41-7
chr13	2842850	0.38	0.85	Run_1	P41-7
chr14	1100439	3.85	0	Run_1	P41-7
chr10	422219	0.38	5.08	Run_1	P41-7
chr14	2721359	21.54	16.09	Run_1	P41-7
chr10	1567558	0.38	0.42	Run_1	P41-7
chr5	972765	0.38	0.42	Run_1	P41-7
chr13	281850	0.38	0.85	Run_1	P41-7
chr3	233518	23.85	32.17	Run_1	P41-7
chr6	667485	16.54	28.79	Run_1	P41-7
chr4	915225	5	2.54	Run_1	P41-7
chr12	356310	0.77	0.85	Run_1	P41-7
chr13	2780935	1.15	0.85	Run_1	P41-7
chr2	813355	8.08	20.32	Run_1	P41-7
chr13	2842404	1.54	0.42	Run_1	P41-7
chr3	223452	17.31	10.58	Run_1	P41-7
chr8	915562	5	2.12	Run_1	P41-7
chr13	2842679	1.92	4.66	Run_1	P41-7
chr13	707230	0.77	0.42	Run_1	P41-7
chr14	2858269	32.31	38.52	Run_1	P41-7
chr2	96961	1.92	3.39	Run_1	P41-7
chr12	344650	2.69	1.27	Run_1	P41-7
chr14	1850647	0.38	0.42	Run_1	P41-7
chr13	2842234	1.15	1.27	Run_1	P41-7
chr2	733319	1.54	0.85	Run_1	P41-7
chr5	693089	1.15	0.85	Run_1	P41-7
chr13	729656	3.08	2.12	Run_1	P41-7
chr12	275205	1.15	1.27	Run_1	P41-7
chr6	552823	2.69	0	Run_1	P41-7
chr7	672650	1.54	1.27	Run_1	P41-7
chr2	109265	1.15	1.69	Run_1	P41-7
chr4	1108392	0.77	0.42	Run_1	P41-7
chr3	280530	1.15	1.69	Run_1	P41-7
chr6	474746	0.77	0.42	Run_1	P41-7
chr10	1122188	0.38	0.42	Run_1	P41-7
chr14	1477417	0.38	0.42	Run_1	P41-7
chr3	868477	8.85	8.04	Run_1	P41-7
chr3	121026	0.77	1.69	Run_1	P41-7
chr14	45964	1.92	0.85	Run_1	P41-7
chr11	772322	0.38	0.42	Run_1	P41-7
chr11	1582956	1.54	1.27	Run_1	P41-7
chr9	662953	4.23	2.54	Run_1	P41-7
chr13	29060	2.31	0.42	Run_1	P41-7
chr11	583258	3.08	1.69	Run_1	P41-7
chr13	2842292	0.77	1.27	Run_1	P41-7
chr2	632350	0.38	0.42	Run_1	P41-7
chr6	678226	3.08	0	Run_1	P41-7
chr14	877450	0.38	0.85	Run_1	P41-7
chr13	271629	2.31	2.12	Run_1	P41-7
chr14	2066628	14.62	1.27	Run_1	P41-7
chr14	954713	21.15	4.23	Run_1	P41-7
chr3	812817	0.77	1.27	Run_1	P41-7
chr14	2764965	16.92	31.75	Run_1	P41-7
chr11	482845	0.38	2.54	Run_1	P41-7
chr13	2843094	2.31	3.39	Run_1	P41-7
chr12	816310	15	35.56	Run_1	P41-7
chr13	2842785	0.77	0.85	Run_1	P41-7
chr11	1878051	7.69	10.58	Run_1	P41-7
chr4	477559	0.38	0.42	Run_1	P41-7
chr6	461707	14.62	11.85	Run_1	P41-7
chr14	1784653	0.38	1.27	Run_1	P41-7
chr5	364635	0.38	1.27	Run_1	P41-7
chr13	475054	0.77	1.27	Run_1	P41-7
chr13	2280825	1.54	2.54	Run_1	P41-7
chr13	2843147	0.38	0.85	Run_1	P41-7
chr14	1124530	0.38	0.42	Run_1	P41-7
chr14	2067269	1.54	2.96	Run_1	P41-7
chr11	1834050	0.38	0.42	Run_1	P41-7
chr11	396316	1.15	0.42	Run_1	P41-7
chr13	2654378	1.15	0.85	Run_1	P41-7
chr13	2842368	1.92	1.69	Run_1	P41-7
chr14	1147236	3.85	1.27	Run_1	P41-7
chr8	545042	6.92	0	Run_1	P41-7
chr11	1420855	0.38	0.42	Run_1	P41-7
chr7	1091264	0.38	2.12	Run_1	P41-7
chr5	1297177	2.31	8.04	Run_1	P41-7
chr1	166283	1.92	2.54	Run_1	P41-7
chr9	136657	1.54	2.12	Run_1	P41-7
chr13	492241	2.69	0	Run_1	P41-7
chr7	374700	0.77	0.85	Run_1	P41-7
chr13	1889227	0.38	0.42	Run_1	P41-7
chr9	1509191	40	56.73	Run_1	P41-7
chr5	251598	52.69	27.94	Run_1	P41-7
chr13	2843211	0.38	0.42	Run_1	P41-7
chr10	168964	0.38	1.27	Run_1	P41-7
chr12	1773635	0.38	2.54	Run_1	P41-7
chr1	404009	0.38	0.42	Run_1	P41-7
chr2	119276	0.38	0.42	Run_1	P41-7
chr14	1771862	108.08	110.07	Run_1	P41-7
chr12	399210	2.69	8.04	Run_1	P41-7
chr5	985994	0.77	0.42	Run_1	P41-7
chr5	1310773	0.77	0.85	Run_1	P41-7
chr6	114581	0.38	0.85	Run_1	P41-7
chr13	2346241	0.38	0.42	Run_1	P41-7
chr6	589469	0.77	0.42	Run_1	P41-7
chr12	405503	0.38	0.42	Run_1	P41-7
chr11	1308218	0.77	0.42	Run_1	P41-7
chr13	2842502	0.38	0.85	Run_1	P41-7
chr13	2842182	0.77	1.69	Run_1	P41-7
chr14	2119051	1.15	1.27	Run_1	P41-7
chr14	2350503	6.92	0.42	Run_1	P41-7
chr5	992303	9.62	1.27	Run_1	P41-7
chr7	1323441	0.77	0.42	Run_1	P41-7
chr7	167922	0.38	1.69	Run_1	P41-7
chr9	1059220	4.23	0.42	Run_1	P41-7
chr11	743315	3.08	3.81	Run_1	P41-7
chr13	879997	0.38	0.42	Run_1	P41-7
chr14	1606240	0.77	0.42	Run_1	P41-7
chr11	1017602	1.15	2.54	Run_1	P41-7
chr8	1291791	8.08	2.12	Run_1	P41-7
chr14	779307	1.15	0.85	Run_1	P41-7
chr6	323303	33.08	46.14	Run_1	P41-7
chr5	244998	57.31	25.82	Run_1	P41-7
chr12	1980450	0.38	0.85	Run_1	P41-7
chr13	317435	0.77	0.85	Run_1	P41-7
chr13	1927274	10.38	1.27	Run_1	P41-7
chr10	1567130	1.92	7.62	Run_1	P41-7
chr7	504291	93.08	88.05	Run_1	P41-7
chr14	2686126	0.38	2.12	Run_1	P41-7
chr5	357558	0.38	0.42	Run_1	P41-7
chr6	841186	36.54	49.11	Run_1	P41-7
chr13	2666441	1.15	0.42	Run_1	P41-7
chr2	474810	0.77	2.54	Run_1	P41-7
chr2	603390	0.38	0.85	Run_1	P41-7
chr14	490950	0.38	0.42	Run_1	P41-7
chr4	991969	1.54	1.69	Run_1	P41-7
chr6	498405	0.77	0.42	Run_1	P41-7
chr14	2722839	0.38	0.42	Run_1	P41-7
chr12	888618	6.92	11.43	Run_1	P41-7
chr8	636062	71.92	43.18	Run_1	P41-7
chr9	1150390	1.15	0.85	Run_1	P41-7
chr13	513749	3.85	5.93	Run_1	P41-7
chr13	1907670	18.85	44.87	Run_1	P41-7
chr9	784526	123.08	96.52	Run_1	P41-7
chr11	275079	0.38	0.85	Run_1	P41-7
chr14	1091570	0.38	2.12	Run_1	P41-7
chr12	692008	4.23	16.93	Run_1	P41-7
chr14	1075275	53.08	50.38	Run_1	P41-7
chr2	871601	0	3.39	Run_1	P41-7
chr2	834038	0	3.81	Run_1	P41-7
chr13	2362480	0	5.5	Run_1	P41-7
chr13	2842199	0	2.54	Run_1	P41-7
chr1	549874	0	2.96	Run_1	P41-7
chr6	503431	0	4.66	Run_1	P41-7
chr12	1588553	0	6.35	Run_1	P41-7
chr12	2130082	0.38	0.42	Run_1	P42-1
chr9	1166870	0.77	1.27	Run_1	P42-1
chr11	1703703	38.08	4.23	Run_1	P42-1
chr13	1298510	14.62	10.16	Run_1	P42-1
chr1	180974	0.77	0.42	Run_1	P42-1
chr6	412383	0.38	0.42	Run_1	P42-1
chr10	863287	0.38	0.42	Run_1	P42-1
chr6	936188	1.54	0.85	Run_1	P42-1
chr14	213212	42.69	50.38	Run_1	P42-1
chr12	2141737	0.77	0.85	Run_1	P42-1
chr14	1884543	0.77	3.81	Run_1	P42-1
chr13	2842312	0.38	0.42	Run_1	P42-1
chr6	600938	4.23	10.58	Run_1	P42-1
chr11	1061407	203.46	150.28	Run_1	P42-1
chr8	1373779	0.38	0.85	Run_1	P42-1
chr11	527022	23.85	7.2	Run_1	P42-1
chr13	1153915	0.38	2.96	Run_1	P42-1
chr3	779916	11.54	16.09	Run_1	P42-1
chr2	653882	1.15	0.42	Run_1	P42-1
chr14	801049	43.08	41.06	Run_1	P42-1
chr13	2842603	0.38	0.42	Run_1	P42-1
chr6	1155946	58.08	68.16	Run_1	P42-1
chr13	2843078	0.77	3.39	Run_1	P42-1
chr13	2842921	0.38	0.42	Run_1	P42-1
chr11	1274965	8.08	7.2	Run_1	P42-1
chr4	645832	78.46	121.07	Run_1	P42-1
chr13	1138352	1.92	5.5	Run_1	P42-1
chr6	520240	15.38	11.43	Run_1	P42-1
chr13	2842728	0.38	0.42	Run_1	P42-1
chr13	2842346	0.38	0.42	Run_1	P42-1
chr8	1293298	16.15	16.09	Run_1	P42-1
chr6	1174625	0.38	0.42	Run_1	P42-1
chr5	37793	0.38	0.42	Run_1	P42-1
chr3	882300	10	13.55	Run_1	P42-1
chr13	2842487	2.31	1.69	Run_1	P42-1
chr3	282617	0.77	1.27	Run_1	P42-1
chr13	2842850	0.77	0.42	Run_1	P42-1
chr6	1037334	0.38	0.42	Run_1	P42-1
chr6	1156536	5.77	0	Run_1	P42-1
chr10	71859	4.23	4.23	Run_1	P42-1
chr13	2842199	1.15	1.27	Run_1	P42-1
chr12	568140	30.77	38.52	Run_1	P42-1
chr9	776425	2.69	0	Run_1	P42-1
chr10	618397	2.69	1.27	Run_1	P42-1
chr9	1435599	18.85	9.31	Run_1	P42-1
chr13	506547	5.38	0.42	Run_1	P42-1
chr7	885294	0.38	0.42	Run_1	P42-1
chr13	2842404	0.77	1.69	Run_1	P42-1
chr9	189809	2.31	9.74	Run_1	P42-1
chr13	2842679	2.69	1.27	Run_1	P42-1
chr10	590180	36.15	29.21	Run_1	P42-1
chr12	986171	0.38	0.42	Run_1	P42-1
chr13	1159388	1.15	1.69	Run_1	P42-1
chr13	2842234	1.15	1.27	Run_1	P42-1
chr8	1374031	1.15	1.27	Run_1	P42-1
chr14	791082	12.31	5.08	Run_1	P42-1
chr9	912927	8.08	7.62	Run_1	P42-1
chr9	128889	0.77	0.42	Run_1	P42-1
chr14	1003044	5	10.58	Run_1	P42-1
chr8	575285	0.38	5.93	Run_1	P42-1
chr13	655116	37.69	21.59	Run_1	P42-1
chr13	2842292	0.38	1.27	Run_1	P42-1
chr13	2842785	3.08	2.12	Run_1	P42-1
chr14	318588	49.62	31.33	Run_1	P42-1
chr6	246845	0.38	3.39	Run_1	P42-1
chr10	69681	2.69	0	Run_1	P42-1
chr14	1519921	2.31	0	Run_1	P42-1
chr13	2843147	2.69	0.42	Run_1	P42-1
chr2	822415	16.54	16.51	Run_1	P42-1
chr10	1338963	13.46	3.81	Run_1	P42-1
chr13	2008335	20.77	6.35	Run_1	P42-1
chr9	342919	1.15	1.27	Run_1	P42-1
chr3	817061	121.92	153.24	Run_1	P42-1
chr13	2842368	2.31	0	Run_1	P42-1
chr5	251150	2.31	0	Run_1	P42-1
chr10	1285433	12.69	7.62	Run_1	P42-1
chr5	1320330	2.69	0	Run_1	P42-1
chr11	145635	4.23	11.43	Run_1	P42-1
chr6	186274	117.69	128.69	Run_1	P42-1
chr12	1414020	0.38	0.42	Run_1	P42-1
chr11	393941	11.54	8.04	Run_1	P42-1
chr4	640714	4.62	0	Run_1	P42-1
chr14	1456460	2.69	2.96	Run_1	P42-1
chr4	639363	60.39	102.87	Run_1	P42-1
chr13	168847	5	0	Run_1	P42-1
chr11	1342829	0.38	1.27	Run_1	P42-1
chr5	1267050	11.54	0.85	Run_1	P42-1
chr14	3066623	3.46	1.27	Run_1	P42-1
chr13	2247786	1.15	1.27	Run_1	P42-1
chr13	861900	0.77	1.27	Run_1	P42-1
chr14	44006	88.08	33.87	Run_1	P42-1
chr13	2842182	1.15	1.69	Run_1	P42-1
chr6	179864	0.38	0.42	Run_1	P42-1
chr5	594059	21.15	56.3	Run_1	P42-1
chr12	612070	3.46	0.42	Run_1	P42-1
chr14	38193	6.15	6.35	Run_1	P42-1
chr14	3206221	0.38	0.85	Run_1	P42-1
chr14	1084882	111.54	72.39	Run_1	P42-1
chr5	67739	34.23	71.12	Run_1	P42-1
chr13	1745747	176.93	184.15	Run_1	P42-1
chr8	171195	0.38	15.24	Run_1	P42-1
chr10	1479788	11.54	8.04	Run_1	P42-1
chr6	841186	1.92	3.39	Run_1	P42-1
chr14	180085	0.38	0.42	Run_1	P42-1
chr14	1112616	95	98.21	Run_1	P42-1
chr12	1828654	187.31	97.79	Run_1	P42-1
chr6	211889	0.38	0.85	Run_1	P42-1
chr13	2842749	0.38	0.42	Run_1	P42-1
chr11	189420	12.31	11.43	Run_1	P42-1
chr8	915574	0.77	1.69	Run_1	P42-1
chr11	118140	0	61.38	Run_1	P42-1
chr13	867294	0	2.96	Run_1	P42-1
chr2	468491	0	7.62	Run_1	P42-1
chr11	1540268	1.54	2.12	Run_1	P42-10
chr14	1157709	0.77	2.12	Run_1	P42-10
chr2	664388	4.62	8.89	Run_1	P42-10
chr5	1157208	0.38	0.42	Run_1	P42-10
chr9	1250793	0.38	0.85	Run_1	P42-10
chr6	29343	2.69	4.66	Run_1	P42-10
chr13	1105977	0.38	1.69	Run_1	P42-10
chr8	1432748	0.77	0.85	Run_1	P42-10
chr13	255309	4.23	2.12	Run_1	P42-10
chr11	219822	0.77	0.42	Run_1	P42-10
chr6	510379	51.15	42.33	Run_1	P42-10
chr9	1039745	0.38	2.96	Run_1	P42-10
chr5	554955	0.38	0.42	Run_1	P42-10
chr4	469642	3.08	1.27	Run_1	P42-10
chr11	534002	0.38	0.42	Run_1	P42-10
chr14	606255	0.77	0.42	Run_1	P42-10
chr8	1373779	0.38	0.42	Run_1	P42-10
chr9	450449	0.38	1.27	Run_1	P42-10
chr8	1157332	0.77	0.85	Run_1	P42-10
chr14	282366	0.38	0.42	Run_1	P42-10
chr13	549278	103.08	84.24	Run_1	P42-10
chr13	2177812	0.38	0.42	Run_1	P42-10
chr11	1632057	3.46	0	Run_1	P42-10
chr5	1323948	6.15	5.5	Run_1	P42-10
chr13	2843078	1.15	0.42	Run_1	P42-10
chr13	2842921	1.54	0.85	Run_1	P42-10
chr11	515689	1.54	0.42	Run_1	P42-10
chr2	771562	0.38	0.42	Run_1	P42-10
chr13	2673173	16.15	58.42	Run_1	P42-10
chr11	1799945	15.77	28.36	Run_1	P42-10
chr13	2842728	0.77	0.42	Run_1	P42-10
chr3	44771	2.31	6.35	Run_1	P42-10
chr13	2842346	0.38	2.96	Run_1	P42-10
chr9	28170	2.69	3.39	Run_1	P42-10
chr11	656474	0.38	0.42	Run_1	P42-10
chr1	335722	126.16	131.66	Run_1	P42-10
chr4	40436	0.38	4.66	Run_1	P42-10
chr13	2194897	2.69	1.69	Run_1	P42-10
chr14	3176521	22.31	33.02	Run_1	P42-10
chr6	471420	174.23	348.82	Run_1	P42-10
chr14	666598	0.38	0.42	Run_1	P42-10
chr14	277757	12.69	11.43	Run_1	P42-10
chr1	131268	0.38	0.42	Run_1	P42-10
chr6	1353670	5	5.93	Run_1	P42-10
chr10	745920	1.15	20.32	Run_1	P42-10
chr13	2842850	8.46	9.31	Run_1	P42-10
chr2	734797	23.08	104.14	Run_1	P42-10
chr4	428101	0.38	0.42	Run_1	P42-10
chr5	965789	0.38	0.42	Run_1	P42-10
chr13	2842199	1.92	2.12	Run_1	P42-10
chr2	565611	0.77	2.12	Run_1	P42-10
chr14	572995	0.77	3.39	Run_1	P42-10
chr13	828143	5.77	11.43	Run_1	P42-10
chr14	2850780	2.69	2.54	Run_1	P42-10
chr13	281850	0.38	1.27	Run_1	P42-10
chr12	96910	59.23	46.99	Run_1	P42-10
chr13	2780935	125	143.51	Run_1	P42-10
chr13	2842404	1.92	1.27	Run_1	P42-10
chr13	2842679	2.69	2.12	Run_1	P42-10
chr8	1374031	2.31	0.42	Run_1	P42-10
chr6	973528	0.38	0.42	Run_1	P42-10
chr13	1799708	4.23	16.93	Run_1	P42-10
chr11	1715062	31.54	14.39	Run_1	P42-10
chr11	1734536	2.31	7.2	Run_1	P42-10
chr14	1092007	4.23	3.39	Run_1	P42-10
chr14	952548	2.31	0.85	Run_1	P42-10
chr12	2049131	5.38	7.2	Run_1	P42-10
chr7	1090517	0.38	0.85	Run_1	P42-10
chr5	881736	0.38	0.42	Run_1	P42-10
chr5	787966	24.62	55.03	Run_1	P42-10
chr6	215106	0.38	0.85	Run_1	P42-10
chr7	441901	2.31	4.23	Run_1	P42-10
chr7	1366141	0.38	0.42	Run_1	P42-10
chr11	1239219	28.46	55.03	Run_1	P42-10
chr8	574704	0.38	0.42	Run_1	P42-10
chr1	470004	0.38	0.85	Run_1	P42-10
chr11	1974848	24.23	41.49	Run_1	P42-10
chr2	31453	2.31	4.23	Run_1	P42-10
chr13	2843147	1.54	1.27	Run_1	P42-10
chr6	1118603	61.92	69	Run_1	P42-10
chr14	1406422	2.69	1.69	Run_1	P42-10
chr13	2654378	0.38	0.85	Run_1	P42-10
chr1	80179	1.54	2.96	Run_1	P42-10
chr7	1091264	1.15	1.69	Run_1	P42-10
chr14	617857	0.38	0.42	Run_1	P42-10
chr13	662993	33.85	69.43	Run_1	P42-10
chr14	746675	1.54	5.08	Run_1	P42-10
chr9	96780	0.38	0.42	Run_1	P42-10
chr9	1445409	1.15	0.85	Run_1	P42-10
chr5	279890	0.38	0.42	Run_1	P42-10
chr11	65124	3.85	0.85	Run_1	P42-10
chr12	1646794	0.38	0.42	Run_1	P42-10
chr5	185493	5.38	0.42	Run_1	P42-10
chr13	2395073	0.38	0.42	Run_1	P42-10
chr8	1399269	1.92	1.69	Run_1	P42-10
chr9	1264351	1.15	0.42	Run_1	P42-10
chr13	2842182	0.77	1.69	Run_1	P42-10
chr14	2350503	3.08	0.42	Run_1	P42-10
chr7	28358	1.54	7.2	Run_1	P42-10
chr14	1084433	0.38	0.42	Run_1	P42-10
chr14	1840786	0.38	0.42	Run_1	P42-10
chr4	250802	0.38	0.42	Run_1	P42-10
chr8	1374241	0.38	0.42	Run_1	P42-10
chr11	599396	0.38	0.42	Run_1	P42-10
chr5	307313	0.38	1.27	Run_1	P42-10
chr13	977769	0.38	0.42	Run_1	P42-10
chr13	2842145	0.77	0.85	Run_1	P42-10
chr3	1030505	1.92	5.08	Run_1	P42-10
chr11	1865854	1.54	0.85	Run_1	P42-10
chr2	718929	0.38	0.42	Run_1	P42-10
chr9	389284	65.77	126.58	Run_1	P42-10
chr4	991969	2.69	2.96	Run_1	P42-10
chr4	148821	7.69	10.16	Run_1	P42-10
chr10	79619	0.77	0.85	Run_1	P42-10
chr9	387179	0.38	0.42	Run_1	P42-10
chr1	458305	2.69	0	Run_1	P42-10
chr10	575642	4.23	5.5	Run_1	P42-10
chr13	1212674	0.38	0.42	Run_1	P42-10
chr1	485089	1.92	0.42	Run_1	P42-10
chr3	1005087	0.38	0.42	Run_1	P42-10
chr13	2529319	75	85.09	Run_1	P42-10
chr12	1741026	1.54	0.42	Run_1	P42-10
chr4	379868	8.08	0	Run_1	P42-10
chr12	2192993	0.38	0.42	Run_1	P42-10
chr7	741670	0.38	0.85	Run_1	P42-10
chr14	2233375	39.23	18.2	Run_1	P42-10
chr9	1424982	2.31	2.12	Run_1	P42-10
chr9	219921	6.54	1.69	Run_1	P42-10
chr11	1179254	74.23	105.41	Run_1	P42-10
chr5	1296386	3.08	3.81	Run_1	P42-10
chr13	992523	1.54	0.85	Run_1	P42-10
chr10	297691	2.31	1.27	Run_1	P42-10
chr10	663468	0.38	0.42	Run_1	P42-10
chr4	1070350	0.77	1.27	Run_1	P42-10
chr12	886827	0.77	0.85	Run_1	P42-10
chr2	207883	0.38	0.85	Run_1	P42-10
chr5	1041049	6.15	5.5	Run_1	P42-10
chr13	2602761	0.77	1.27	Run_1	P42-10
chr11	1155050	6.54	10.58	Run_1	P42-10
chr13	2842127	2.69	0.85	Run_1	P42-10
chr4	126144	0.77	0.42	Run_1	P42-10
chr1	458418	5.38	13.12	Run_1	P42-10
chr12	769606	0.38	1.27	Run_1	P42-10
chr11	491307	1.54	2.54	Run_1	P42-10
chr13	2842311	0.77	20.74	Run_1	P42-10
chr14	2344598	0.38	0.42	Run_1	P42-10
chr1	458531	0.38	0.42	Run_1	P42-10
chr7	734670	0.77	0.85	Run_1	P42-10
chr12	1199012	0.38	0.42	Run_1	P42-10
chr10	1101445	1.15	0.42	Run_1	P42-10
chr3	866901	17.69	16.51	Run_1	P42-10
chr14	1621351	0.38	0.42	Run_1	P42-10
chr2	916077	4.62	4.66	Run_1	P42-10
chr12	1643857	0.38	0.85	Run_1	P42-10
chr11	1999501	1.92	1.69	Run_1	P42-10
chr13	2842487	2.31	1.27	Run_1	P42-10
chr7	1047959	2.31	4.23	Run_1	P42-10
chr6	813869	0.38	0.42	Run_1	P42-10
chr4	1172707	12.31	0	Run_1	P42-10
chr4	379853	33.08	0	Run_1	P42-10
chr13	486194	0.38	1.27	Run_1	P42-10
chr6	187636	122.69	129.96	Run_1	P42-10
chr10	650623	0.77	0.42	Run_1	P42-10
chr14	269765	84.62	75.35	Run_1	P42-10
chr10	1204447	1.92	0.42	Run_1	P42-10
chr1	482752	0.77	0.42	Run_1	P42-10
chr4	37965	9.23	4.23	Run_1	P42-10
chr14	2721359	0.38	0.42	Run_1	P42-10
chr14	3105040	0.38	0.42	Run_1	P42-10
chr11	141903	0.38	0.42	Run_1	P42-10
chr5	972765	19.62	44.87	Run_1	P42-10
chr11	598641	44.23	20.32	Run_1	P42-10
chr12	356310	1.54	0.42	Run_1	P42-10
chr2	872795	21.92	22.44	Run_1	P42-10
chr9	93353	0.77	0.42	Run_1	P42-10
chr8	915562	2.69	0.85	Run_1	P42-10
chr12	1440562	0.38	0.42	Run_1	P42-10
chr8	1374094	41.54	0	Run_1	P42-10
chr10	1412697	0.38	0.85	Run_1	P42-10
chr2	96961	1.54	3.39	Run_1	P42-10
chr11	2024478	0.38	0.42	Run_1	P42-10
chr13	2842234	1.15	1.69	Run_1	P42-10
chr12	516875	0.38	0.42	Run_1	P42-10
chr11	1318597	5.77	11.01	Run_1	P42-10
chr13	1090171	7.69	0.85	Run_1	P42-10
chr4	379838	5.38	0	Run_1	P42-10
chr8	326052	1.15	0.85	Run_1	P42-10
chr10	1133783	1.15	26.67	Run_1	P42-10
chr14	1477417	0.77	0.42	Run_1	P42-10
chr6	1009482	0.38	0.42	Run_1	P42-10
chr13	2884575	0.77	2.54	Run_1	P42-10
chr11	1582956	0.38	0.85	Run_1	P42-10
chr9	662953	1.15	0.85	Run_1	P42-10
chr13	29060	99.62	14.82	Run_1	P42-10
chr13	2433818	0.38	0.42	Run_1	P42-10
chr5	1169930	0.38	0.42	Run_1	P42-10
chr6	608133	5	0.85	Run_1	P42-10
chr7	101140	0.38	0.85	Run_1	P42-10
chr13	271629	2.31	4.23	Run_1	P42-10
chr14	2066628	4.23	0.42	Run_1	P42-10
chr14	2230935	1.15	0.42	Run_1	P42-10
chr6	1250038	5.77	6.35	Run_1	P42-10
chr3	812817	113.85	96.1	Run_1	P42-10
chr11	482845	0.38	1.69	Run_1	P42-10
chr13	2843094	1.92	1.27	Run_1	P42-10
chr6	1270019	0.38	0.42	Run_1	P42-10
chr13	1798190	10.77	4.23	Run_1	P42-10
chr13	2842785	0.38	1.27	Run_1	P42-10
chr7	53923	4.23	10.58	Run_1	P42-10
chr9	644312	0.38	0.42	Run_1	P42-10
chr5	1297245	0.38	1.27	Run_1	P42-10
chr9	1397135	0.77	1.27	Run_1	P42-10
chr14	1526452	0.77	0.42	Run_1	P42-10
chr1	607180	0.38	1.27	Run_1	P42-10
chr12	2241040	5.77	7.62	Run_1	P42-10
chr4	824273	9.23	0	Run_1	P42-10
chr13	716043	79.23	66.46	Run_1	P42-10
chr10	1338963	2.69	3.81	Run_1	P42-10
chr9	1137226	19.62	27.94	Run_1	P42-10
chr12	2149999	1.54	1.27	Run_1	P42-10
chr10	36439	3.46	0.42	Run_1	P42-10
chr12	1992930	0.77	0.85	Run_1	P42-10
chr5	1297177	159.62	185.42	Run_1	P42-10
chr14	1592194	25.77	25.4	Run_1	P42-10
chr9	136657	1.15	0.42	Run_1	P42-10
chr11	483158	0.38	0.42	Run_1	P42-10
chr14	5622	2.69	6.35	Run_1	P42-10
chr13	2843211	0.38	0.42	Run_1	P42-10
chr12	1288516	43.85	49.11	Run_1	P42-10
chr4	383708	0.38	0.42	Run_1	P42-10
chr10	70623	6.54	5.93	Run_1	P42-10
