chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr14	1979235	62	397	Run_P3	"LMPP_7:SMPP_43"
chr4	790658	108	0	Run_P3	"LMPP_7:SMPP_42"
chr2	490868	21	0	Run_P3	"LMPP_6:SMPP_40"
chr9	764101	17	101	Run_P3	"LMPP_4:SMPP_47"
chr13	1103961	69	306	Run_P3	"LMPP_7:SMPP_42"
chr6	1310742	312	41	Run_P3	"LMPP_11:SMPP_51"
chr13	1969054	0	6	Run_P3	"LMPP_15:SMPP_70"
chr11	1289339	101	22	Run_P3	"LMPP_9:SMPP_5"
chr11	596747	12	21	Run_P3	"LMPP_1:SMPP_21"
chr14	2237730	276	0	Run_P3	"LMPP_9:SMPP_58"
chr11	1483207	33	0	Run_P3	"LMPP_13:SMPP_61"
chr10	80855	0	2134	Run_P3	"LMPP_16:SMPP_6"
chr2	416213	10	18	Run_P3	"LMPP_4:SMPP_36"
chr5	717731	30	0	Run_P3	"LMPP_16:SMPP_6"
chr8	1373779	0	32	Run_P3	"LMPP_13:SMPP_65"
chr5	1166114	0	12	Run_P3	"LMPP_12:SMPP_52"
chr11	530996	168	21	Run_P3	"LMPP_13:SMPP_67"
chr6	1017459	0	15	Run_P3	"LMPP_1:SMPP_19"
chr13	1664802	1476	414	Run_P3	"LMPP_12:SMPP_52"
chr11	1406907	12	0	Run_P3	"LMPP_11:SMPP_59"
chr14	730527	31	0	Run_P3	"LMPP_6:SMPP_40"
chr13	2780160	0	1056	Run_P3	"LMPP_16:SMPP_6"
chr8	325726	55	16	Run_P3	"LMPP_9:SMPP_5"
chr13	1079114	11	0	Run_P3	"LMPP_4:SMPP_36"
chr12	401926	0	28	Run_P3	"LMPP_7:SMPP_44"
chr7	804743	0	46	Run_P3	"LMPP_3:SMPP_32"
chr14	1252652	788	82	Run_P3	"LMPP_1:SMPP_20"
chr11	1989304	57	0	Run_P3	"LMPP_4:SMPP_36"
chr14	953197	0	418	Run_P3	"LMPP_1:SMPP_19"
chr13	1391793	190	74	Run_P3	"LMPP_5:SMPP_34"
chr5	388110	43	121	Run_P3	"LMPP_5:SMPP_30"
chr9	162057	0	8	Run_P3	"LMPP_12:SMPP_56"
chr11	1043686	59	179	Run_P3	"LMPP_10:SMPP_54"
chr12	100810	0	87	Run_P3	"LMPP_3:SMPP_27"
chr2	700012	879	0	Run_P3	"LMPP_8:SMPP_46"
chr8	1326829	81	24	Run_P3	"LMPP_13:SMPP_61"
chr6	301202	0	20	Run_P3	"LMPP_3:SMPP_28"
chr2	76544	42	0	Run_P3	"LMPP_9:SMPP_58"
chr11	131201	10	0	Run_P3	"LMPP_5:SMPP_31"
chr13	2842311	64	0	Run_P3	"LMPP_4:SMPP_33"
chr2	250247	17	0	Run_P3	"LMPP_4:SMPP_47"
chr11	1422175	14	25	Run_P3	"LMPP_7:SMPP_44"
chr12	1141784	776	178	Run_P3	"LMPP_1:SMPP_21"
chr5	466940	22898	1183	Run_P3	"LMPP_7:SMPP_43"
chr12	822724	88091	11451	Run_P3	"LMPP_3:SMPP_27"
chr10	1511146	7	0	Run_P3	"LMPP_3:SMPP_28"
chr5	906165	121	6	Run_P3	"LMPP_15:SMPP_69"
chr6	580468	73	30	Run_P3	"LMPP_9:SMPP_9"
chr13	2716992	0	11	Run_P3	"LMPP_16:SMPP_2"
chr12	892269	17	0	Run_P3	"LMPP_1:SMPP_21"
chr12	859953	173	0	Run_P3	"LMPP_13:SMPP_61"
chr14	1785436	10	0	Run_P3	"LMPP_12:SMPP_56"
chr11	821791	18516	13801	Run_P3	"LMPP_12:SMPP_57"
chr4	414217	14	8	Run_P3	"LMPP_6:SMPP_40"
chr10	79074	0	1441	Run_P3	"LMPP_6:SMPP_39"
chr5	1086781	0	2227	Run_P3	"LMPP_4:SMPP_37"
chr13	704376	1349	1242	Run_P3	"LMPP_14:SMPP_66"
chr12	1328006	26612	0	Run_P3	"LMPP_9:SMPP_58"
chr13	1785496	0	14	Run_P3	"LMPP_5:SMPP_34"
chr13	136634	5089	2982	Run_P3	"LMPP_6:SMPP_35"
chr11	1516524	0	143	Run_P3	"LMPP_7:SMPP_45"
chr3	250346	1460	231	Run_P3	"LMPP_7:SMPP_42"
chr3	590501	17	0	Run_P3	"LMPP_6:SMPP_40"
chr8	1305008	0	45	Run_P3	"LMPP_1:SMPP_19"
chr13	370854	1885	0	Run_P3	"LMPP_14:SMPP_68"
chr3	531283	5	0	Run_P3	"LMPP_4:SMPP_36"
chr9	1309574	29	0	Run_P3	"LMPP_4:SMPP_37"
chr8	1305128	6413	72	Run_P3	"LMPP_3:SMPP_32"
chr4	314077	9	0	Run_P3	"LMPP_1:SMPP_20"
chr10	607532	321	71	Run_P3	"LMPP_9:SMPP_5"
chr9	121913	7	15	Run_P3	"LMPP_10:SMPP_54"
chr11	376157	18	942	Run_P3	"LMPP_11:SMPP_51"
chr13	461770	17	11	Run_P3	"LMPP_13:SMPP_65"
chr11	132667	2088	1778	Run_P3	"LMPP_5:SMPP_34"
chr2	17917	108	0	Run_P3	"LMPP_15:SMPP_12"
chr11	1856029	1584	513	Run_P3	"LMPP_6:SMPP_35"
chr10	1133202	0	25	Run_P3	"LMPP_12:SMPP_57"
chr11	1652420	34047	14380	Run_P3	"LMPP_2:SMPP_24"
chr12	13969	287	30	Run_P3	"LMPP_7:SMPP_42"
chr8	1374010	286	15	Run_P3	"LMPP_16:SMPP_6"
chr5	784528	168	0	Run_P3	"LMPP_1:SMPP_21"
chr13	1212664	51	87	Run_P3	"LMPP_2:SMPP_25_1"
chr5	1010214	127	34	Run_P3	"LMPP_4:SMPP_36"
chr10	947928	0	1321	Run_P3	"LMPP_8:SMPP_46"
chr11	1987470	10	0	Run_P3	"LMPP_4:SMPP_36"
chr12	1247346	0	22	Run_P3	"LMPP_16:SMPP_2"
chr9	26021	0	9	Run_P3	"LMPP_16:SMPP_2"
chr1	564974	0	12	Run_P3	"LMPP_15:SMPP_70"
chr14	2591200	21	7	Run_P3	"LMPP_5:SMPP_34"
chr4	505753	276	63	Run_P3	"LMPP_1:SMPP_20"
chr11	139219	0	317	Run_P3	"LMPP_4:SMPP_33"
chr11	743194	6	0	Run_P3	"LMPP_4:SMPP_36"
chr12	166214	424	2666	Run_P3	"LMPP_12:SMPP_57"
chr9	1309801	480	1797	Run_P3	"LMPP_16:SMPP_7"
chr10	962902	0	16	Run_P3	"LMPP_6:SMPP_39"
chr10	1012172	6	0	Run_P3	"LMPP_6:SMPP_40"
chr14	2372306	18767	1508	Run_P3	"LMPP_8:SMPP_46"
chr14	765081	23	0	Run_P3	"LMPP_13:SMPP_61"
chr9	1039143	15	232	Run_P3	"LMPP_1:SMPP_20"
chr5	653172	4633	758	Run_P3	"LMPP_11:SMPP_60"
chr10	1337813	6	25	Run_P3	"LMPP_14:SMPP_66"
chr3	844819	83	508	Run_P3	"LMPP_13:SMPP_64"
chr7	734670	4340	2222	Run_P3	"LMPP_3:SMPP_23"
chr1	75509	124	0	Run_P3	"LMPP_5:SMPP_34"
chr10	116082	19	0	Run_P3	"LMPP_1:SMPP_21"
chr14	2648152	1378	915	Run_P3	"LMPP_5:SMPP_34"
chr5	1221447	9	0	Run_P3	"LMPP_11:SMPP_59"
chr4	210492	136	128	Run_P3	"LMPP_6:SMPP_38"
chr10	1221684	149	17	Run_P3	"LMPP_10:SMPP_4"
chr13	2177812	44	24	Run_P3	"LMPP_13:SMPP_65"
chr1	609707	62	25	Run_P3	"LMPP_12:SMPP_56"
chr2	656822	0	5	Run_P3	"LMPP_6:SMPP_39"
chr14	640072	129	360	Run_P3	"LMPP_4:SMPP_36"
chr12	1462737	7239	1917	Run_P3	"LMPP_7:SMPP_43"
chr4	411691	4037	0	Run_P3	"LMPP_7:SMPP_45"
chr8	1232372	0	4546	Run_P3	"LMPP_5:SMPP_25_2"
chr5	187686	0	90	Run_P3	"LMPP_9:SMPP_9"
chr5	339551	37	0	Run_P3	"LMPP_6:SMPP_40"
chr14	615782	9294	11527	Run_P3	"LMPP_7:SMPP_44"
chr7	806669	0	11	Run_P3	"LMPP_3:SMPP_32"
chr14	351429	79833	39607	Run_P3	"LMPP_8:SMPP_46"
chr13	1974517	20	0	Run_P3	"LMPP_5:SMPP_34"
chr8	854712	256	258	Run_P3	"LMPP_13:SMPP_61"
chr5	1044173	36	23	Run_P3	"LMPP_11:SMPP_53"
chr10	1334853	0	8	Run_P3	"LMPP_6:SMPP_39"
chr13	163441	0	15	Run_P3	"LMPP_9:SMPP_5"
chr5	1306865	9	343	Run_P3	"LMPP_2:SMPP_24"
chr13	2843078	343	0	Run_P3	"LMPP_3:SMPP_23"
chr14	1129834	23	0	Run_P3	"LMPP_3:SMPP_23"
chr4	558746	20	14	Run_P3	"LMPP_9:SMPP_5"
chr4	243877	4888	52	Run_P3	"LMPP_5:SMPP_31"
chr4	655060	0	13	Run_P3	"LMPP_3:SMPP_28"
chr3	397526	0	13	Run_P3	"LMPP_16:SMPP_2"
chr4	242514	0	7	Run_P3	"LMPP_6:SMPP_38"
chr13	684213	75	0	Run_P3	"LMPP_4:SMPP_36"
chr13	2048269	2759	5692	Run_P3	"LMPP_6:SMPP_35"
chr7	373877	0	17	Run_P3	"LMPP_15:SMPP_70"
chr4	375606	52	32	Run_P3	"LMPP_8:SMPP_49"
chr11	659202	14	23	Run_P3	"LMPP_1:SMPP_21"
chr13	2842921	22	18	Run_P3	"LMPP_11:SMPP_51"
chr4	1194779	255	244	Run_P3	"LMPP_9:SMPP_58"
chr14	2618728	0	10719	Run_P3	"LMPP_2:SMPP_24"
chr5	880954	1550	187	Run_P3	"LMPP_16:SMPP_6"
chr14	2509354	0	30	Run_P3	"LMPP_13:SMPP_64"
chr3	250672	0	16	Run_P3	"LMPP_13:SMPP_65"
chr9	584168	0	10	Run_P3	"LMPP_2:SMPP_22"
chr13	1008368	35	23	Run_P3	"LMPP_4:SMPP_36"
chr13	1467727	36	26	Run_P3	"LMPP_4:SMPP_37"
chr8	179246	18	0	Run_P3	"LMPP_13:SMPP_61"
chr5	1085126	169	0	Run_P3	"LMPP_13:SMPP_61"
chr8	171193	0	154	Run_P3	"LMPP_16:SMPP_2"
chr1	510469	51	48	Run_P3	"LMPP_11:SMPP_53"
chr8	51807	0	228	Run_P3	"LMPP_6:SMPP_40"
chr13	1475355	1788	348	Run_P3	"LMPP_12:SMPP_52"
chr12	238552	0	54	Run_P3	"LMPP_16:SMPP_2"
chr12	1459697	0	44	Run_P3	"LMPP_15:SMPP_12"
chr3	523024	0	3361	Run_P3	"LMPP_10:SMPP_11"
chr10	733690	425	318	Run_P3	"LMPP_5:SMPP_34"
chr3	254687	51383	12984	Run_P3	"LMPP_3:SMPP_23"
chr7	1337634	7	0	Run_P3	"LMPP_11:SMPP_59"
chr12	539655	15	8	Run_P3	"LMPP_12:SMPP_55"
chr8	1357201	8	4055	Run_P3	"LMPP_4:SMPP_33"
chr10	1676408	817	430	Run_P3	"LMPP_5:SMPP_30"
chr3	862750	2656	1160	Run_P3	"LMPP_3:SMPP_28"
chr8	473301	133	103	Run_P3	"LMPP_14:SMPP_66"
chr4	397439	37	40	Run_P3	"LMPP_11:SMPP_53"
chr7	104158	0	28	Run_P3	"LMPP_15:SMPP_70"
chr1	289314	149	58	Run_P3	"LMPP_13:SMPP_65"
chr6	654843	933	20	Run_P3	"LMPP_7:SMPP_42"
chr11	65767	85	0	Run_P3	"LMPP_6:SMPP_40"
chr10	46436	0	7	Run_P3	"LMPP_8:SMPP_46"
chr7	147883	0	7	Run_P3	"LMPP_15:SMPP_12"
chr10	863024	3710	20423	Run_P3	"LMPP_5:SMPP_29"
chr7	1188704	119	317	Run_P3	"LMPP_4:SMPP_33"
chr10	1676576	66	0	Run_P3	"LMPP_11:SMPP_59"
chr12	1430410	12	0	Run_P3	"LMPP_9:SMPP_5"
chr14	802438	13952	0	Run_P3	"LMPP_6:SMPP_38"
chr14	2074735	0	7	Run_P3	"LMPP_5:SMPP_34"
chr13	812056	0	17	Run_P3	"LMPP_9:SMPP_9"
chr6	490242	20601	1242	Run_P3	"LMPP_15:SMPP_3"
chr6	64639	16	0	Run_P3	"LMPP_7:SMPP_43"
chr8	526002	23	12	Run_P3	"LMPP_3:SMPP_27"
chr13	116257	6	0	Run_P3	"LMPP_9:SMPP_58"
chr3	492834	9285	4291	Run_P3	"LMPP_6:SMPP_40"
chr7	1247448	158	495	Run_P3	"LMPP_15:SMPP_70"
chr8	629525	1674	58	Run_P3	"LMPP_11:SMPP_51"
chr11	1928985	0	9	Run_P3	"LMPP_4:SMPP_37"
chr7	1138079	349	29	Run_P3	"LMPP_15:SMPP_69"
chr11	1308312	6	12	Run_P3	"LMPP_14:SMPP_62"
chr8	1464416	0	14	Run_P3	"LMPP_1:SMPP_18"
chr12	1773659	353	1671	Run_P3	"LMPP_15:SMPP_70"
chr4	112637	0	223	Run_P3	"LMPP_3:SMPP_27"
chr11	162067	21	0	Run_P3	"LMPP_6:SMPP_38"
chr14	1591065	21	12	Run_P3	"LMPP_6:SMPP_39"
chr8	312437	7320	5277	Run_P3	"LMPP_13:SMPP_65"
chr12	2099583	0	6	Run_P3	"LMPP_10:SMPP_54"
chr8	1434341	8	0	Run_P3	"LMPP_14:SMPP_63"
chr11	1312167	359	36	Run_P3	"LMPP_1:SMPP_20"
chr14	423463	43	88	Run_P3	"LMPP_5:SMPP_34"
chr8	634583	117542	43834	Run_P3	"LMPP_9:SMPP_10"
chr7	747672	0	6	Run_P3	"LMPP_4:SMPP_36"
chr5	864180	32607	42531	Run_P3	"LMPP_9:SMPP_5"
chr8	822694	2897	2931	Run_P3	"LMPP_1:SMPP_20"
chr14	2041862	0	24	Run_P3	"LMPP_4:SMPP_37"
chr10	1238927	12	0	Run_P3	"LMPP_13:SMPP_61"
chr9	1466595	16	24	Run_P3	"LMPP_7:SMPP_44"
chr11	2004954	167	93	Run_P3	"LMPP_12:SMPP_52"
chr2	384461	7	0	Run_P3	"LMPP_8:SMPP_49"
chr5	1289106	0	12	Run_P3	"LMPP_5:SMPP_34"
chr4	751521	70	0	Run_P3	"LMPP_10:SMPP_4"
chr2	351058	33	14	Run_P3	"LMPP_1:SMPP_21"
chr14	2006146	117	0	Run_P3	"LMPP_7:SMPP_42"
chr2	578295	153	3154	Run_P3	"LMPP_5:SMPP_25_2"
chr14	2295504	40	0	Run_P3	"LMPP_7:SMPP_44"
chr8	538637	17	0	Run_P3	"LMPP_6:SMPP_38"
chr10	684769	21	0	Run_P3	"LMPP_5:SMPP_34"
chr14	2569626	1121	54	Run_P3	"LMPP_12:SMPP_55"
chr10	1596255	0	160	Run_P3	"LMPP_13:SMPP_65"
chr14	1606877	0	71	Run_P3	"LMPP_5:SMPP_34"
chr11	642754	13	12	Run_P3	"LMPP_8:SMPP_49"
chr3	866901	14	18	Run_P3	"LMPP_10:SMPP_54"
chr8	642537	2301	196	Run_P3	"LMPP_4:SMPP_47"
chr11	1052860	0	8	Run_P3	"LMPP_12:SMPP_56"
chr11	459194	11	0	Run_P3	"LMPP_4:SMPP_37"
chr2	801783	8	0	Run_P3	"LMPP_6:SMPP_40"
chr9	698734	15	6	Run_P3	"LMPP_3:SMPP_32"
chr7	54566	0	9	Run_P3	"LMPP_6:SMPP_40"
chr13	2322318	14	0	Run_P3	"LMPP_6:SMPP_40"
chr6	1158003	203	0	Run_P3	"LMPP_9:SMPP_58"
chr2	112097	121	323	Run_P3	"LMPP_7:SMPP_44"
chr9	435966	164	572	Run_P3	"LMPP_1:SMPP_19"
chr9	668299	8676	5722	Run_P3	"LMPP_2:SMPP_25_1"
chr3	532003	28	0	Run_P3	"LMPP_4:SMPP_36"
chr6	929906	260	132	Run_P3	"LMPP_10:SMPP_8"
chr1	541981	0	7308	Run_P3	"LMPP_12:SMPP_56"
chr13	67996	0	5	Run_P3	"LMPP_16:SMPP_2"
chr1	259565	194	103	Run_P3	"LMPP_6:SMPP_40"
chr4	997288	49	92	Run_P3	"LMPP_6:SMPP_35"
chr14	2419422	0	13	Run_P3	"LMPP_9:SMPP_5"
chr2	590129	21	0	Run_P3	"LMPP_13:SMPP_61"
chr11	1985170	7	0	Run_P3	"LMPP_12:SMPP_56"
chr12	1110150	42	36	Run_P3	"LMPP_4:SMPP_37"
chr13	2178170	616	25	Run_P3	"LMPP_8:SMPP_49"
chr3	874575	0	5	Run_P3	"LMPP_2:SMPP_24"
chr14	1928172	10	0	Run_P3	"LMPP_8:SMPP_49"
chr7	328631	2166	313	Run_P3	"LMPP_16:SMPP_6"
chr7	288652	20	52	Run_P3	"LMPP_6:SMPP_39"
chr12	737248	14	0	Run_P3	"LMPP_12:SMPP_57"
chr11	1574332	14478	1104	Run_P3	"LMPP_15:SMPP_3"
chr6	1043798	46722	20459	Run_P3	"LMPP_16:SMPP_6"
chr13	2291433	0	40	Run_P3	"LMPP_9:SMPP_10"
chr9	1121793	0	59	Run_P3	"LMPP_5:SMPP_25_2"
chr12	513593	78278	36663	Run_P3	"LMPP_8:SMPP_48"
chr3	158005	150	699	Run_P3	"LMPP_3:SMPP_28"
chr2	231139	471	297	Run_P3	"LMPP_1:SMPP_21"
chr14	1870237	0	9	Run_P3	"LMPP_2:SMPP_24"
chr8	370326	0	18	Run_P3	"LMPP_16:SMPP_7"
chr14	979752	0	188	Run_P3	"LMPP_7:SMPP_45"
chr11	1995971	174	170	Run_P3	"LMPP_7:SMPP_44"
chr13	1695721	0	117	Run_P3	"LMPP_10:SMPP_8"
chr13	2064686	2352	6863	Run_P3	"LMPP_8:SMPP_46"
chr5	1296741	3184	820	Run_P3	"LMPP_8:SMPP_49"
chr12	1531941	91	0	Run_P3	"LMPP_7:SMPP_45"
chr7	852969	1299	0	Run_P3	"LMPP_11:SMPP_59"
chr13	1130075	16	0	Run_P3	"LMPP_8:SMPP_48"
chr4	267330	23	6	Run_P3	"LMPP_2:SMPP_22"
chr8	142707	32	0	Run_P3	"LMPP_11:SMPP_59"
chr9	1494730	16	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1899675	14	0	Run_P3	"LMPP_6:SMPP_39"
chr10	1481477	177	0	Run_P3	"LMPP_9:SMPP_5"
chr11	1782901	177	0	Run_P3	"LMPP_4:SMPP_37"
chr4	1110383	149	0	Run_P3	"LMPP_6:SMPP_40"
chr14	140320	0	38	Run_P3	"LMPP_3:SMPP_32"
chr7	786998	20	0	Run_P3	"LMPP_3:SMPP_32"
chr2	469225	83677	5700	Run_P3	"LMPP_6:SMPP_38"
chr10	1423712	0	95	Run_P3	"LMPP_5:SMPP_31"
chr12	1977008	405	96	Run_P3	"LMPP_3:SMPP_23"
chr12	582336	10	9	Run_P3	"LMPP_1:SMPP_20"
chr14	1075667	0	11	Run_P3	"LMPP_4:SMPP_47"
chr5	60720	17	0	Run_P3	"LMPP_2:SMPP_22"
chr3	787769	63	571	Run_P3	"LMPP_2:SMPP_26"
chr11	1357021	3997	0	Run_P3	"LMPP_6:SMPP_40"
chr2	90486	10	0	Run_P3	"LMPP_11:SMPP_53"
chr13	2842346	53	65	Run_P3	"LMPP_10:SMPP_54"
chr6	1401288	98	0	Run_P3	"LMPP_8:SMPP_49"
chr13	723363	44	37	Run_P3	"LMPP_9:SMPP_5"
chr14	1102270	24	0	Run_P3	"LMPP_4:SMPP_37"
chr11	834485	0	12	Run_P3	"LMPP_9:SMPP_5"
chr10	1263133	12	0	Run_P3	"LMPP_4:SMPP_36"
chr1	357818	24	0	Run_P3	"LMPP_5:SMPP_34"
chr5	1084072	265	64	Run_P3	"LMPP_10:SMPP_8"
chr13	1302714	10	0	Run_P3	"LMPP_11:SMPP_59"
chr14	3230736	0	9	Run_P3	"LMPP_12:SMPP_55"
chr6	1283272	62096	97116	Run_P3	"LMPP_8:SMPP_49"
chr8	1293298	12	0	Run_P3	"LMPP_12:SMPP_57"
chr9	673683	118	110	Run_P3	"LMPP_4:SMPP_36"
chr7	99355	31	0	Run_P3	"LMPP_11:SMPP_51"
chr12	984963	65	22	Run_P3	"LMPP_5:SMPP_30"
chr14	2311384	50161	38969	Run_P3	"LMPP_5:SMPP_25_2"
chr6	1174625	121	308	Run_P3	"LMPP_14:SMPP_66"
chr10	1120300	0	19	Run_P3	"LMPP_4:SMPP_36"
chr10	1655619	0	15	Run_P3	"LMPP_14:SMPP_66"
chr7	1363775	24	0	Run_P3	"LMPP_1:SMPP_18"
chr14	2628042	0	8	Run_P3	"LMPP_5:SMPP_25_2"
chr9	106193	38	0	Run_P3	"LMPP_7:SMPP_44"
chr14	1896030	31	1110	Run_P3	"LMPP_8:SMPP_50"
chr14	1505161	190	1086	Run_P3	"LMPP_5:SMPP_31"
chr7	494531	7	7	Run_P3	"LMPP_4:SMPP_36"
chr12	1622130	4704	482	Run_P3	"LMPP_5:SMPP_25_2"
chr13	1711829	7	0	Run_P3	"LMPP_9:SMPP_58"
chr3	710472	0	22	Run_P3	"LMPP_8:SMPP_49"
chr2	465551	4984	3133	Run_P3	"LMPP_12:SMPP_56"
chr10	508943	17	24	Run_P3	"LMPP_12:SMPP_56"
chr3	872807	21	0	Run_P3	"LMPP_14:SMPP_68"
chr11	1774103	29	0	Run_P3	"LMPP_4:SMPP_47"
chr8	629186	65	0	Run_P3	"LMPP_11:SMPP_59"
chr8	380108	10	0	Run_P3	"LMPP_1:SMPP_21"
chr12	2112993	40	15	Run_P3	"LMPP_10:SMPP_11"
chr8	564573	0	10	Run_P3	"LMPP_4:SMPP_37"
chr10	428810	69	19	Run_P3	"LMPP_3:SMPP_32"
chr11	906434	676	417	Run_P3	"LMPP_5:SMPP_29"
chr13	1652078	38	9063	Run_P3	"LMPP_10:SMPP_11"
chr1	81358	9	0	Run_P3	"LMPP_14:SMPP_63"
chr3	143939	156	55	Run_P3	"LMPP_16:SMPP_7"
chr13	2779764	0	170	Run_P3	"LMPP_8:SMPP_48"
chr6	512554	12090	2885	Run_P3	"LMPP_6:SMPP_35"
chr13	2447596	13	0	Run_P3	"LMPP_1:SMPP_21"
chr2	916077	9	0	Run_P3	"LMPP_13:SMPP_61"
chr3	798882	500	387	Run_P3	"LMPP_14:SMPP_63"
chr2	138392	68	0	Run_P3	"LMPP_15:SMPP_69"
chr11	586120	0	27	Run_P3	"LMPP_9:SMPP_9"
chr11	1940677	26	20	Run_P3	"LMPP_7:SMPP_43"
chr4	693087	50	0	Run_P3	"LMPP_5:SMPP_31"
chr10	234495	11	15	Run_P3	"LMPP_5:SMPP_30"
chr7	684208	0	10	Run_P3	"LMPP_16:SMPP_7"
chr10	82550	0	10	Run_P3	"LMPP_6:SMPP_39"
chr7	696861	32	6	Run_P3	"LMPP_9:SMPP_10"
chr3	405716	0	6	Run_P3	"LMPP_9:SMPP_5"
chr9	28813	3202	0	Run_P3	"LMPP_6:SMPP_40"
chr8	1358710	0	6	Run_P3	"LMPP_13:SMPP_65"
chr11	1969966	0	17	Run_P3	"LMPP_2:SMPP_22"
chr14	1591011	35	20	Run_P3	"LMPP_8:SMPP_49"
chr5	1166539	78133	3984	Run_P3	"LMPP_1:SMPP_19"
chr6	498480	48	70	Run_P3	"LMPP_8:SMPP_48"
chr13	1896991	92	33798	Run_P3	"LMPP_13:SMPP_64"
chr14	2689309	0	10	Run_P3	"LMPP_15:SMPP_3"
chr12	1319331	175	27	Run_P3	"LMPP_16:SMPP_6"
chr13	1656824	15	96	Run_P3	"LMPP_1:SMPP_21"
chr9	871171	355	455	Run_P3	"LMPP_11:SMPP_51"
chr14	49399	7	0	Run_P3	"LMPP_4:SMPP_36"
chr6	112466	0	6	Run_P3	"LMPP_12:SMPP_55"
chr11	1565111	10	0	Run_P3	"LMPP_1:SMPP_20"
chr14	686645	0	1151	Run_P3	"LMPP_16:SMPP_1"
chr6	472083	4236	3595	Run_P3	"LMPP_14:SMPP_62"
chr11	981182	21	0	Run_P3	"LMPP_4:SMPP_36"
chr9	630068	15	0	Run_P3	"LMPP_12:SMPP_56"
chr8	1062039	79	883	Run_P3	"LMPP_8:SMPP_50"
chr11	873386	10	0	Run_P3	"LMPP_5:SMPP_30"
chr12	2265871	43	8	Run_P3	"LMPP_5:SMPP_34"
chr4	125681	3505	1729	Run_P3	"LMPP_11:SMPP_59"
chr13	2707955	293	137	Run_P3	"LMPP_9:SMPP_9"
chr13	2842487	1336	4033	Run_P3	"LMPP_2:SMPP_22"
chr8	126988	762	834	Run_P3	"LMPP_1:SMPP_20"
chr12	395086	2615	653	Run_P3	"LMPP_6:SMPP_41"
chr13	2742040	25319	10735	Run_P3	"LMPP_5:SMPP_30"
chr7	640942	2440	1985	Run_P3	"LMPP_13:SMPP_65"
chr10	368832	0	7	Run_P3	"LMPP_9:SMPP_5"
chr9	116751	136	61	Run_P3	"LMPP_1:SMPP_19"
chr3	533220	12	25	Run_P3	"LMPP_9:SMPP_5"
chr7	443255	65	29	Run_P3	"LMPP_4:SMPP_36"
chr9	145795	0	10	Run_P3	"LMPP_4:SMPP_37"
chr13	265246	16	0	Run_P3	"LMPP_1:SMPP_21"
chr10	1315248	752	1114	Run_P3	"LMPP_10:SMPP_8"
chr1	335722	275	1372	Run_P3	"LMPP_11:SMPP_51"
chr14	382312	780	4287	Run_P3	"LMPP_4:SMPP_37"
chr6	1179629	322	146	Run_P3	"LMPP_15:SMPP_69"
chr10	1556063	0	24	Run_P3	"LMPP_3:SMPP_27"
chr5	762043	32	0	Run_P3	"LMPP_8:SMPP_49"
chr8	1346039	29609	54008	Run_P3	"LMPP_11:SMPP_53"
chr7	1320784	12	0	Run_P3	"LMPP_13:SMPP_61"
chr11	413029	17	1052	Run_P3	"LMPP_15:SMPP_3"
chr11	349427	57	9	Run_P3	"LMPP_4:SMPP_37"
chr13	795315	0	8	Run_P3	"LMPP_6:SMPP_39"
chr13	2316307	0	5098	Run_P3	"LMPP_15:SMPP_12"
chr14	286400	0	333	Run_P3	"LMPP_10:SMPP_4"
chr13	448112	92	0	Run_P3	"LMPP_4:SMPP_37"
chr11	1026519	0	228	Run_P3	"LMPP_7:SMPP_43"
chr5	987998	15	0	Run_P3	"LMPP_4:SMPP_36"
chr11	1812938	18	0	Run_P3	"LMPP_7:SMPP_42"
chr10	368417	491	472	Run_P3	"LMPP_2:SMPP_26"
chr7	800448	0	43	Run_P3	"LMPP_3:SMPP_32"
chr11	635189	1130	11831	Run_P3	"LMPP_12:SMPP_56"
chr14	371101	15	0	Run_P3	"LMPP_4:SMPP_36"
chr11	1995024	6110	14279	Run_P3	"LMPP_4:SMPP_36"
chr13	1750273	34	17	Run_P3	"LMPP_3:SMPP_27"
chr14	1098053	451	0	Run_P3	"LMPP_6:SMPP_39"
chr12	1439372	0	105	Run_P3	"LMPP_6:SMPP_39"
chr5	875739	2471	1700	Run_P3	"LMPP_9:SMPP_5"
chr6	452261	0	56	Run_P3	"LMPP_5:SMPP_25_2"
chr7	688518	13643	16036	Run_P3	"LMPP_11:SMPP_51"
chr14	1530188	59	0	Run_P3	"LMPP_3:SMPP_27"
chr7	142667	5844	1084	Run_P3	"LMPP_1:SMPP_20"
chr11	213708	12	0	Run_P3	"LMPP_11:SMPP_59"
chr13	280983	13	0	Run_P3	"LMPP_4:SMPP_36"
chr6	984997	8	0	Run_P3	"LMPP_4:SMPP_36"
chr6	1345113	0	93	Run_P3	"LMPP_10:SMPP_8"
chr12	1491086	29	16	Run_P3	"LMPP_4:SMPP_36"
chr8	873611	10	0	Run_P3	"LMPP_13:SMPP_61"
chr6	128210	13	0	Run_P3	"LMPP_6:SMPP_39"
chr10	513996	0	28	Run_P3	"LMPP_16:SMPP_2"
chr5	479402	1242	6	Run_P3	"LMPP_7:SMPP_42"
chr9	64778	366	0	Run_P3	"LMPP_10:SMPP_8"
